dataset,prop_budget,beta0,rho,gamma,tau,seed,mean_width,coverage
mmlu-pro,0.225,1.0,0.0,0.0,0.75,73,0.019132966175675392,0.9498418436511523
mmlu-pro,0.225,1.0,0.0,0.0,0.75,74,0.019105397164821625,0.9525530953456847
mmlu-pro,0.225,1.0,0.0,0.0,0.75,75,0.01909453235566616,0.9484862178038862
mmlu-pro,0.225,1.0,0.0,0.0,0.75,76,0.019131094217300415,0.9543605964753729
mmlu-pro,0.225,1.0,0.0,0.0,0.75,77,0.01910329982638359,0.9579755987347492
mmlu-pro,0.225,1.0,0.0,0.0,0.75,78,0.01910523511469364,0.955716222322639
mmlu-pro,0.225,1.0,0.0,0.0,0.75,79,0.01910681650042534,0.9511974694984184
mmlu-pro,0.225,1.0,0.0,0.0,0.75,80,0.01910189725458622,0.9629462268413919
mmlu-pro,0.225,1.0,0.0,0.0,0.75,81,0.019084740430116653,0.9444193402620877
mmlu-pro,0.225,1.0,0.0,0.0,0.75,82,0.019093817099928856,0.9511974694984184
mmlu-pro,0.225,1.0,0.0,0.0,0.75,83,0.01911500096321106,0.9548124717577949
mmlu-pro,0.225,1.0,0.0,0.0,0.75,84,0.01909778080880642,0.9462268413917759
mmlu-pro,0.225,1.0,0.0,0.0,0.75,85,0.019128520041704178,0.956168097605061
mmlu-pro,0.225,1.0,0.0,0.0,0.75,86,0.019109737128019333,0.9489380930863082
mmlu-pro,0.225,1.0,0.0,0.0,0.75,87,0.01912808045744896,0.9593312245820154
mmlu-pro,0.225,1.0,0.0,0.0,0.75,88,0.019088471308350563,0.9530049706281066
mmlu-pro,0.225,1.0,0.0,0.0,0.75,89,0.019091269001364708,0.946678716674198
mmlu-pro,0.225,1.0,0.0,0.0,0.75,90,0.01909630186855793,0.94713059195662
mmlu-pro,0.225,1.0,0.0,0.0,0.75,91,0.019098274409770966,0.9511974694984184
mmlu-pro,0.225,1.0,0.0,0.0,0.75,92,0.01911325566470623,0.9457749661093539
mmlu-pro,0.225,1.0,0.0,0.0,0.75,93,0.019121358171105385,0.9493899683687302
mmlu-pro,0.225,1.0,0.0,0.0,0.75,94,0.019104886800050735,0.9502937189335744
mmlu-pro,0.225,1.0,0.0,0.0,0.75,95,0.019107328727841377,0.9502937189335744
mmlu-pro,0.225,1.0,0.0,0.0,0.75,96,0.019092706963419914,0.9507455942159965
mmlu-pro,0.225,1.0,0.0,0.0,0.75,97,0.019106945022940636,0.9548124717577949
mmlu-pro,0.225,1.0,0.0,0.0,0.75,98,0.01910630613565445,0.9453230908269318
mmlu-pro,0.225,1.0,0.0,0.0,0.75,99,0.0190940760076046,0.9507455942159965
mmlu-pro,0.25,1.0,0.75,0.0,0.75,0,0.017966728657484055,0.9570718481699051
mmlu-pro,0.25,1.0,0.75,0.0,0.75,1,0.017976293340325356,0.9543605964753729
mmlu-pro,0.25,1.0,0.75,0.0,0.75,2,0.017965568229556084,0.9498418436511523
mmlu-pro,0.25,1.0,0.75,0.0,0.75,3,0.0179718229919672,0.9426118391323995
mmlu-pro,0.25,1.0,0.75,0.0,0.75,4,0.017977239564061165,0.9530049706281066
mmlu-pro,0.25,1.0,0.75,0.0,0.75,5,0.017957152798771858,0.947582467239042
mmlu-pro,0.25,1.0,0.75,0.0,0.75,6,0.017977068200707436,0.9444193402620877
mmlu-pro,0.25,1.0,0.75,0.0,0.75,7,0.017977306619286537,0.9462268413917759
mmlu-pro,0.25,1.0,0.75,0.0,0.75,8,0.017983872443437576,0.9403524627202893
mmlu-pro,0.25,1.0,0.75,0.0,0.75,9,0.01797635294497013,0.9511974694984184
mmlu-pro,0.25,1.0,0.75,0.0,0.75,10,0.017962414771318436,0.9489380930863082
mmlu-pro,0.25,1.0,0.75,0.0,0.75,11,0.01796555332839489,0.9421599638499775
mmlu-pro,0.25,1.0,0.75,0.0,0.75,12,0.01794726960361004,0.9358337098960687
mmlu-pro,0.25,1.0,0.75,0.0,0.75,13,0.017964012920856476,0.947582467239042
mmlu-pro,0.25,1.0,0.75,0.0,0.75,14,0.01797158643603325,0.9484862178038862
mmlu-pro,0.25,1.0,0.75,0.0,0.75,15,0.017968064174056053,0.9457749661093539
mmlu-pro,0.25,1.0,0.75,0.0,0.75,16,0.017974063754081726,0.9575237234523272
mmlu-pro,0.25,1.0,0.75,0.0,0.75,17,0.01796848140656948,0.9484862178038862
mmlu-pro,0.25,1.0,0.75,0.0,0.75,18,0.017948521301150322,0.9575237234523272
mmlu-pro,0.25,1.0,0.75,0.0,0.75,19,0.017969101667404175,0.9457749661093539
mmlu-pro,0.25,1.0,0.75,0.0,0.75,20,0.017965169623494148,0.938093086308179
mmlu-pro,0.25,1.0,0.75,0.0,0.75,21,0.017983531579375267,0.9552643470402169
mmlu-pro,0.25,1.0,0.75,0.0,0.75,22,0.017988812178373337,0.9511974694984184
mmlu-pro,0.25,1.0,0.75,0.0,0.75,23,0.017976270988583565,0.9507455942159965
mmlu-pro,0.25,1.0,0.75,0.0,0.75,24,0.017962686717510223,0.9502937189335744
mmlu-pro,0.25,1.0,0.75,0.0,0.75,25,0.01797783002257347,0.9516493447808405
mmlu-pro,0.25,1.0,0.75,0.0,0.75,26,0.0179674681276083,0.9543605964753729
mmlu-pro,0.25,1.0,0.75,0.0,0.75,27,0.017968393862247467,0.955716222322639
mmlu-pro,0.25,1.0,0.75,0.0,0.75,28,0.01796802319586277,0.9493899683687302
mmlu-pro,0.25,1.0,0.75,0.0,0.75,29,0.017985446378588676,0.9516493447808405
mmlu-pro,0.25,1.0,0.75,0.0,0.75,30,0.017974216490983963,0.9530049706281066
mmlu-pro,0.25,1.0,0.75,0.0,0.75,31,0.017973031848669052,0.956168097605061
mmlu-pro,0.25,1.0,0.75,0.0,0.75,32,0.017984675243496895,0.9484862178038862
mmlu-pro,0.25,1.0,0.75,0.0,0.75,33,0.017957020550966263,0.9511974694984184
mmlu-pro,0.25,1.0,0.75,0.0,0.75,34,0.017970867455005646,0.9462268413917759
mmlu-pro,0.25,1.0,0.75,0.0,0.75,35,0.017969338223338127,0.9340262087663805
mmlu-pro,0.25,1.0,0.75,0.0,0.75,36,0.017959343269467354,0.956168097605061
mmlu-pro,0.25,1.0,0.75,0.0,0.75,37,0.01797286421060562,0.9439674649796657
mmlu-pro,0.25,1.0,0.75,0.0,0.75,38,0.017990324646234512,0.9394487121554451
mmlu-pro,0.25,1.0,0.75,0.0,0.75,39,0.017974764108657837,0.9489380930863082
mmlu-pro,0.25,1.0,0.75,0.0,0.75,40,0.017986277118325233,0.9516493447808405
mmlu-pro,0.25,1.0,0.75,0.0,0.75,41,0.01797151193022728,0.9493899683687302
mmlu-pro,0.25,1.0,0.75,0.0,0.75,42,0.017982009798288345,0.9399005874378672
mmlu-pro,0.25,1.0,0.75,0.0,0.75,43,0.017977334558963776,0.9435155896972436
mmlu-pro,0.25,1.0,0.75,0.0,0.75,44,0.01796329952776432,0.9484862178038862
mmlu-pro,0.25,1.0,0.75,0.0,0.75,45,0.017973199486732483,0.9484862178038862
mmlu-pro,0.25,1.0,0.75,0.0,0.75,46,0.01796324923634529,0.9593312245820154
mmlu-pro,0.25,1.0,0.75,0.0,0.75,47,0.01795663870871067,0.9516493447808405
mmlu-pro,0.25,1.0,0.75,0.0,0.75,48,0.017974160611629486,0.9507455942159965
mmlu-pro,0.25,1.0,0.75,0.0,0.75,49,0.017973702400922775,0.947582467239042
mmlu-pro,0.25,1.0,0.75,0.0,0.75,50,0.017982417717576027,0.9516493447808405
mmlu-pro,0.25,1.0,0.75,0.0,0.75,51,0.017960447818040848,0.9521012200632626
mmlu-pro,0.25,1.0,0.75,0.0,0.75,52,0.01796618290245533,0.956168097605061
mmlu-pro,0.25,1.0,0.75,0.0,0.75,53,0.017971981316804886,0.9439674649796657
mmlu-pro,0.25,1.0,0.75,0.0,0.75,54,0.01799085922539234,0.9462268413917759
mmlu-pro,0.25,1.0,0.75,0.0,0.75,55,0.017969882115721703,0.94713059195662
mmlu-pro,0.25,1.0,0.75,0.0,0.75,56,0.017969924956560135,0.9498418436511523
mmlu-pro,0.25,1.0,0.75,0.0,0.75,57,0.017972484230995178,0.9579755987347492
mmlu-pro,0.25,1.0,0.75,0.0,0.75,58,0.017987923696637154,0.9525530953456847
mmlu-pro,0.25,1.0,0.75,0.0,0.75,59,0.017967503517866135,0.9548124717577949
mmlu-pro,0.25,1.0,0.75,0.0,0.75,60,0.01797071471810341,0.9593312245820154
mmlu-pro,0.25,1.0,0.75,0.0,0.75,61,0.017961841076612473,0.9606868504292816
mmlu-pro,0.25,1.0,0.75,0.0,0.75,62,0.017972921952605247,0.9502937189335744
mmlu-pro,0.25,1.0,0.75,0.0,0.75,63,0.017984557896852493,0.9489380930863082
mmlu-pro,0.25,1.0,0.75,0.0,0.75,64,0.01796589232981205,0.9435155896972436
mmlu-pro,0.25,1.0,0.75,0.0,0.75,65,0.01797422580420971,0.9448712155445097
mmlu-pro,0.25,1.0,0.75,0.0,0.75,66,0.017968039959669113,0.956168097605061
mmlu-pro,0.25,1.0,0.75,0.0,0.75,67,0.01797359436750412,0.9521012200632626
mmlu-pro,0.25,1.0,0.75,0.0,0.75,68,0.01798156276345253,0.9489380930863082
mmlu-pro,0.25,1.0,0.75,0.0,0.75,69,0.01796800270676613,0.9521012200632626
mmlu-pro,0.25,1.0,0.75,0.0,0.75,70,0.017977720126509666,0.9448712155445097
mmlu-pro,0.25,1.0,0.75,0.0,0.75,71,0.017958777025341988,0.9484862178038862
mmlu-pro,0.25,1.0,0.75,0.0,0.75,72,0.017987355589866638,0.9462268413917759
mmlu-pro,0.25,1.0,0.75,0.0,0.75,73,0.017994903028011322,0.9480343425214641
mmlu-pro,0.25,1.0,0.75,0.0,0.75,74,0.017984608188271523,0.9579755987347492
mmlu-pro,0.25,1.0,0.75,0.0,0.75,75,0.017962545156478882,0.9462268413917759
mmlu-pro,0.25,1.0,0.75,0.0,0.75,76,0.017997944727540016,0.9570718481699051
mmlu-pro,0.25,1.0,0.75,0.0,0.75,77,0.017959242686629295,0.955716222322639
mmlu-pro,0.25,1.0,0.75,0.0,0.75,78,0.017976392060518265,0.9543605964753729
mmlu-pro,0.25,1.0,0.75,0.0,0.75,79,0.017975838854908943,0.9511974694984184
mmlu-pro,0.25,1.0,0.75,0.0,0.75,80,0.017967989668250084,0.9484862178038862
mmlu-pro,0.25,1.0,0.75,0.0,0.75,81,0.017961079254746437,0.9552643470402169
mmlu-pro,0.25,1.0,0.75,0.0,0.75,82,0.017974182963371277,0.94713059195662
mmlu-pro,0.25,1.0,0.75,0.0,0.75,83,0.01797923818230629,0.9548124717577949
mmlu-pro,0.25,1.0,0.75,0.0,0.75,84,0.017970632761716843,0.9525530953456847
mmlu-pro,0.25,1.0,0.75,0.0,0.75,85,0.01798613741993904,0.964301852688658
mmlu-pro,0.25,1.0,0.75,0.0,0.75,86,0.017969325184822083,0.9444193402620877
mmlu-pro,0.25,1.0,0.75,0.0,0.75,87,0.017989521846175194,0.955716222322639
mmlu-pro,0.25,1.0,0.75,0.0,0.75,88,0.017951130867004395,0.9462268413917759
mmlu-pro,0.25,1.0,0.75,0.0,0.75,89,0.01795465126633644,0.9507455942159965
mmlu-pro,0.25,1.0,0.75,0.0,0.75,90,0.017960015684366226,0.9521012200632626
mmlu-pro,0.25,1.0,0.75,0.0,0.75,91,0.017954722046852112,0.9539087211929508
mmlu-pro,0.25,1.0,0.75,0.0,0.75,92,0.017972471192479134,0.9444193402620877
mmlu-pro,0.25,1.0,0.75,0.0,0.75,93,0.01798248663544655,0.9412562132851333
mmlu-pro,0.25,1.0,0.75,0.0,0.75,94,0.017972446978092194,0.9493899683687302
mmlu-pro,0.25,1.0,0.75,0.0,0.75,95,0.01795915886759758,0.9525530953456847
mmlu-pro,0.25,1.0,0.75,0.0,0.75,96,0.01797328144311905,0.956168097605061
mmlu-pro,0.25,1.0,0.75,0.0,0.75,97,0.01795663870871067,0.9521012200632626
mmlu-pro,0.25,1.0,0.75,0.0,0.75,98,0.017977848649024963,0.947582467239042
mmlu-pro,0.25,1.0,0.75,0.0,0.75,99,0.017961226403713226,0.947582467239042
